City,Country,Date,Lat,Lng,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
Taraz,KZ,1683487556,42.9,71.3667,1,49,48.61,4.47
Gufeng,CN,1683487557,26.9083,118.9819,100,99,60.04,1.92
Sanctuary Point,AU,1683487557,-35.1114,150.629,98,62,51.21,25.9
Cole Harbour,CA,1683487557,44.6724,-63.4751,8,47,61.18,26.46
Susuman,RU,1683487557,62.7833,148.1667,16,89,21.72,1.79
Zimmerman,US,1683487557,45.4433,-93.59,0,50,75.74,6.91
Kapuskasing,CA,1683487557,49.4169,-82.4331,20,34,62.69,10.36
River Cess,LR,1683487557,5.46,-9.5828,100,76,82.71,5.93
Tokār,SD,1683487557,18.4254,37.729,3,61,81.99,9.31
Trumbull,US,1683487558,41.3167,-80.7665,75,70,69.1,9.22
Arraial do Cabo,BR,1683487558,-22.9661,-42.0278,75,73,78.66,14.97
Banjarmasin,ID,1683487558,-3.3244,114.591,100,95,78.94,1.7
Lā‘ie,US,1683487531,21.6477,-157.9253,82,69,80.56,10.0
Argos,GR,1683487558,37.6333,22.7333,3,65,64.78,1.48
North Perth,CA,1683487558,43.7251,-80.9672,100,87,55.74,8.72
Sterling,US,1683487279,39.0062,-77.4286,100,61,74.7,5.99
As Sulayyil,SA,1683487558,20.4607,45.5779,59,13,89.85,9.17
Dayr az Zawr,SY,1683487558,35.3359,40.1408,1,37,73.42,10.42
Muisne,EC,1683487558,0.6,-80.0333,96,78,83.57,8.34
Juneau,US,1683487301,58.3019,-134.4197,100,82,51.22,3.44
Puerto Lempira,HN,1683487559,15.2667,-83.7667,75,70,87.94,11.5
Klyuchi,RU,1683487559,52.2667,79.1667,0,33,63.03,4.76
Anna Regina,GY,1683487559,7.2644,-58.5077,25,71,83.25,8.57
Saint-Leu,RE,1683487559,-21.15,55.2833,100,90,76.06,2.77
Kristiansund,NO,1683487559,63.1115,7.732,0,57,55.45,9.22
Ingeniero Jacobacci,AR,1683487559,-41.3427,-69.5448,0,31,54.45,9.8
Ristiina,FI,1683487559,61.5058,27.2464,74,59,44.71,5.39
Ivdel',RU,1683487559,60.6911,60.4206,90,69,34.52,9.15
Acaraú,BR,1683487560,-2.8856,-40.12,69,73,83.97,11.59
Byala Slatina,BG,1683487560,43.4667,23.9333,19,72,64.0,6.6
Arkhangelsk,RU,1683487560,64.5401,40.5433,21,96,29.41,4.56
Wakkanai,JP,1683487560,45.4094,141.6739,100,54,43.05,6.93
Kisvárda,HU,1683487560,48.2167,22.0833,96,74,46.44,21.54
Bārah,SD,1683487560,13.7,30.3667,100,10,89.51,10.02
Mbanza-Ngungu,CD,1683487560,-5.25,14.8667,100,88,72.7,1.43
Prien,US,1683487560,30.1819,-93.2738,75,83,80.62,11.5
Nueva Concepción,GT,1683487561,14.2,-91.3,32,34,100.33,11.3
Camayenne,GN,1683487277,9.535,-13.6878,20,74,86.09,9.22
La Sarre,CA,1683487561,48.8002,-79.1996,85,36,60.67,11.07
North Bend,US,1683486780,43.4065,-124.2243,100,63,59.23,11.5
Bertoua,CM,1683487561,4.5833,13.6833,100,93,68.16,0.51
Palikir,FM,1683487561,6.9248,158.1611,100,94,75.94,0.0
Eyl,SO,1683487482,7.9803,49.8164,100,76,84.36,12.95
Palpalá,AR,1683487561,-24.2565,-65.2116,0,46,69.03,3.44
Portland,US,1683487150,45.5234,-122.6762,100,59,61.0,6.91
St. John's,CA,1683487562,47.5649,-52.7093,75,55,52.29,21.85
Danilovka,RU,1683487562,50.3557,44.1168,100,49,47.5,13.73
Kayar,SN,1683487562,14.9192,-17.1211,100,72,79.75,12.17
Svoge,BG,1683487562,42.9667,23.35,23,87,62.28,0.67
Priob’ye,RU,1683487562,62.5206,65.5964,98,81,40.33,7.05
Barroso,BR,1683487563,-21.1869,-43.9758,89,74,73.58,6.44
Dudinka,RU,1683487517,69.4058,86.1778,100,96,0.64,7.07
Gebeit,SD,1683487516,21.0667,36.3167,0,28,80.89,5.68
Lucheng,CN,1683487563,31.2336,117.2806,100,63,58.01,5.12
Dabakala,CI,1683487564,8.3667,-4.4333,87,59,83.64,4.76
Rechka Vydrino,RU,1683487564,51.485,104.8461,20,80,38.73,1.57
Antalaha,MG,1683487564,-14.9003,50.2788,5,89,72.63,7.38
Dalhart,US,1683487564,36.0595,-102.5133,0,8,86.02,18.41
Crane,US,1683487565,31.3974,-102.3501,95,28,88.83,13.04
Los Angeles,US,1683486881,34.0522,-118.2437,40,59,72.59,11.5
Fort Bragg,US,1683487565,35.139,-79.006,40,47,82.45,13.8
Pitimbu,BR,1683487565,-7.4706,-34.8086,61,76,84.79,11.61
Verdal,NO,1683487506,63.7933,11.4817,95,68,53.64,2.08
Lázaro Cárdenas,MX,1683487565,17.9583,-102.2,31,46,89.64,10.65
Balabac,PH,1683487566,7.9868,117.0645,100,80,79.61,4.59
Sychëvka,RU,1683487566,55.8252,34.2736,69,63,34.59,5.01
Bāzārak,AF,1683487566,35.3129,69.5152,27,74,44.53,10.18
Montecristo,CO,1683487566,8.2971,-74.4733,100,62,91.89,0.98
Guilin,CN,1683487566,25.2819,110.2864,96,85,64.51,6.8
Soyo,AO,1683487567,-6.1349,12.3689,90,87,80.53,8.84
Port Lincoln,AU,1683487567,-34.7333,135.8667,14,61,54.63,8.16
Ermenek,TR,1683487567,36.6404,32.8918,92,86,49.48,3.62
Garoua,CM,1683487567,9.3,13.4,20,40,93.6,5.75
Pervomayskiy,RU,1683487568,53.2485,40.2871,24,58,37.63,6.76
Xilin Hot,CN,1683487568,43.9667,116.0333,43,32,48.27,8.05
Kourou,GF,1683487568,5.1552,-52.6478,100,95,80.65,15.17
Pietermaritzburg,ZA,1683487563,-29.6168,30.3928,100,96,61.07,2.53
Sechura,PE,1683487569,-5.5569,-80.8222,60,58,85.08,11.54
Kāmyārān,IR,1683487569,34.7956,46.9355,21,32,59.54,4.99
Hinton,CA,1683487569,53.4001,-117.5857,100,85,45.88,1.74
Badger,US,1683487569,64.8,-147.5333,40,53,46.65,4.61
Kyzyl-Mazhalyk,RU,1683487569,51.1333,90.6,100,53,47.44,2.57
Howard Springs,AU,1683487528,-12.497,131.047,13,76,75.11,10.69
Lasam,PH,1683487570,18.0652,121.6006,90,91,77.45,1.59
Quryq,KZ,1683487570,43.2,51.65,98,45,65.73,4.07
Bayganin,KZ,1683487570,48.6947,55.8742,24,51,59.97,14.29
Dawei,MM,1683487571,14.0833,98.2,27,88,79.3,1.57
Fale old settlement,TK,1683487571,-9.3852,-171.2468,6,76,84.29,12.57
Igarka,RU,1683487461,67.4667,86.5833,100,87,20.19,9.89
Jala,MX,1683487571,21.0833,-104.4333,4,11,99.14,6.31
Calvinia,ZA,1683487571,-31.4707,19.776,0,42,55.45,4.27
Dalandzadgad,MN,1683487572,43.5708,104.425,100,20,50.05,6.93
São Gabriel da Cachoeira,BR,1683487572,-0.1303,-67.0892,40,74,89.4,4.61
Ola,RU,1683487572,59.5833,151.2833,27,89,32.13,3.04
Lagi,VN,1683487572,10.6667,107.7833,100,85,81.91,8.63
Pujehun,SL,1683487572,7.3581,-11.7208,77,77,82.26,4.34
Ust'-Ilimsk,RU,1683487573,58.0006,102.6619,100,86,38.41,4.76
Galesong,ID,1683487573,-5.3166,119.3661,100,83,78.82,6.13
Cockburn Town,TC,1683487345,21.4612,-71.1419,5,77,79.07,12.48
Ballymena,GB,1683487573,54.8636,-6.2763,100,88,59.05,9.62
Mahina,PF,1683487573,-17.5065,-149.489,75,66,85.77,11.5
Ankang,CN,1683487574,32.68,109.0172,100,93,53.8,1.74
Portage la Prairie,CA,1683487574,49.9728,-98.2926,100,50,60.12,15.3
Maceió,BR,1683487574,-9.6658,-35.7353,40,69,83.64,12.66
Achinsk,RU,1683487574,56.2694,90.4993,51,55,54.1,7.31
Lázaro Cárdenas,MX,1683487574,17.9583,-102.2,31,46,89.64,10.65
San Fernando de Apure,VE,1683487575,7.8878,-67.4724,100,40,94.19,5.28
Salinas,US,1683487575,36.6777,-121.6555,75,71,67.98,12.66
Columbia,US,1683487306,34.0007,-81.0348,75,56,80.71,11.5
Mejit,MH,1683487575,10.2753,170.8646,35,83,80.85,18.03
Chita,RU,1683487576,52.0333,113.55,100,39,30.09,2.24
Huai Khot,TH,1683487576,15.2909,99.6166,94,57,88.05,4.18
Marang,MY,1683487576,5.2056,103.2059,100,83,80.51,4.23
Kyabé,TD,1683487576,9.4515,18.9449,99,53,84.47,12.46
Xinyuan,CN,1683487577,37.3,99.0,100,93,32.81,3.11
Tejen,TM,1683487577,37.3834,60.5054,0,32,68.49,4.7
Plastun,RU,1683487577,44.7561,136.2939,3,68,40.08,3.51
Loreto,MX,1683487577,22.2667,-101.9667,26,19,85.1,10.58
Holdrege,US,1683487578,40.4403,-99.3698,0,47,76.91,13.8
Perniö,FI,1683487578,60.2,23.1333,94,57,41.5,4.43
Papao,PF,1683487578,-17.75,-149.55,9,78,85.68,14.25
Māngrol,IN,1683487578,21.1167,70.1167,4,74,81.73,12.01
Kousa,EG,1683487578,25.9141,32.7636,0,24,78.78,10.58
Arrondissement de Cosne-Cours-sur-Loire,FR,1683487579,47.3333,3.1667,42,96,55.56,5.39
Chichiriviche,VE,1683487579,10.9333,-68.2772,30,77,82.2,14.03
Alta,NO,1683487579,69.9689,23.2717,75,65,42.06,10.36
Choibalsan,MN,1683487579,48.0667,114.5,19,27,49.08,13.62
Treasure Island,US,1683487581,27.7692,-82.769,0,46,90.01,7.0
San Cristobal,VE,1683487581,7.7669,-72.225,59,32,82.58,9.19
Belmonte,BR,1683487581,-15.8631,-38.8828,2,74,79.97,12.41
Prineville,US,1683487582,44.2999,-120.8345,40,60,55.51,5.75
Kidal,ML,1683487582,18.4411,1.4078,93,17,97.43,2.68
Constitución,CL,1683487557,-35.3333,-72.4167,7,61,62.78,8.48
Kumul,CN,1683487582,42.8,93.45,5,21,54.25,8.79
Tāybād,IR,1683487583,34.74,60.7756,0,36,63.19,10.09
Kruisfontein,ZA,1683487583,-34.0033,24.7314,99,79,60.89,4.65
Fortuna,US,1683487583,40.5982,-124.1573,96,75,60.93,3.0
Isfahan,IR,1683487583,32.6572,51.6776,5,10,67.64,1.23
Sambava,MG,1683487583,-14.2667,50.1667,2,86,75.31,11.16
Hutchinson,US,1683487503,38.0608,-97.9298,0,38,91.04,14.97
Aykhal,RU,1683487584,66.0,111.5,81,100,0.86,4.85
Santa Marta,CO,1683487306,11.2408,-74.199,75,66,89.65,13.8
Dzüünharaa,MN,1683487584,48.8523,106.4579,100,48,49.68,4.52
Psedakh,RU,1683487584,43.4672,44.5692,100,88,54.0,2.51
Rocky Mountain House,CA,1683487406,52.3668,-114.9188,100,54,55.51,13.8
Ar Ruways,AE,1683487585,24.1103,52.7306,0,58,77.07,6.22
Codrington,AU,1683487585,-38.2667,141.9667,100,69,51.94,10.54
Nogliki,RU,1683487585,51.8333,143.1667,100,75,32.74,3.36
Amos,CA,1683487585,48.5669,-78.1162,89,34,60.46,10.36
Viljandi,EE,1683487585,58.3639,25.59,24,54,37.56,3.6
Senirkent,TR,1683487586,38.1044,30.5486,21,81,53.65,6.44
Hadibu,YE,1683487586,12.65,54.0333,0,58,84.27,5.57
Okondja,GA,1683487586,-0.6549,13.6753,12,93,74.82,2.95
Uribia,CO,1683487587,11.7139,-72.266,100,43,93.24,14.27
La Mira,MX,1683487587,18.035,-102.3266,40,42,91.38,10.63
Gamba,GA,1683487587,-2.65,10.0,70,89,79.61,7.05
Weno,FM,1683487587,7.4515,151.8468,75,83,82.35,4.61
San Andrés,CO,1683487522,12.5847,-81.7006,100,58,87.82,14.97
Cabo San Lucas,MX,1683487240,22.8909,-109.9124,20,30,96.1,11.5
Dhankutā,NP,1683487588,26.9833,87.3333,6,55,63.52,7.23
Jaisalmer,IN,1683487588,26.9147,70.9181,0,6,90.66,9.69
Broome,US,1683487499,42.2506,-75.833,40,33,75.0,5.75
Quellón,CL,1683487589,-43.1167,-73.6167,0,71,52.05,6.91
Robertsport,LR,1683487533,6.7533,-11.3686,56,77,83.46,8.19
Sinop Province,TR,1683487591,41.7711,34.8709,100,97,49.41,4.79
Kisesa,TZ,1683487591,-3.0833,34.15,56,71,67.62,5.03
Trincomalee,LK,1683487592,8.5711,81.2335,100,85,78.75,9.86
Port Alberni,CA,1683487592,49.2413,-124.8028,86,62,59.88,5.01
Tsumeb,NA,1683487593,-19.2333,17.7167,22,32,72.0,6.71
Labrador City,CA,1683487500,52.9463,-66.9114,100,56,37.31,9.22
Bardai,NG,1683487593,11.65,7.2333,59,9,88.48,9.69
Kununurra,AU,1683487593,-15.7667,128.7333,72,38,75.18,13.8
La Ronge,CA,1683487593,55.1001,-105.2842,75,31,61.05,12.66
Waslala,NI,1683487593,13.2333,-85.3833,100,28,92.62,10.13
Pierre,US,1683486945,44.3683,-100.351,100,76,54.52,5.75
Mâncio Lima,BR,1683487594,-7.6142,-72.8958,40,70,86.07,3.44
Olyokminsk,RU,1683487594,60.3736,120.4264,91,89,27.91,4.43
Jhābua,IN,1683487594,22.7667,74.6,4,37,87.78,11.9
Stonehaven,GB,1683487594,56.9637,-2.2118,100,99,50.68,5.99
Al Fāw,IQ,1683487595,29.9776,48.4741,0,51,78.8,10.89
Vorgashor,RU,1683487595,67.5833,63.95,100,87,19.89,16.4
Suya,NG,1683487595,9.4667,3.1833,98,63,80.74,3.31
Bacalar,MX,1683487595,18.6667,-88.3833,75,62,89.71,10.36
Sydney,AU,1683487424,-33.8679,151.2073,75,53,52.77,24.16
Kasane,BW,1683487329,-17.8167,25.15,0,40,67.03,6.58
Bikenibeu Village,KI,1683487597,1.3673,173.1241,40,83,82.36,10.36
Ribas do Rio Pardo,BR,1683487597,-20.4431,-53.7592,100,52,84.94,3.04
Praia da Vitória,PT,1683487454,38.7333,-27.0667,40,94,66.45,24.56
Port Shepstone,ZA,1683487597,-30.7414,30.455,100,78,67.3,11.48
Kuching,MY,1683487451,1.55,110.3333,20,94,82.02,0.0
Taulaga,AS,1683487597,-11.0553,-171.0883,20,77,83.26,11.74
Clarksburg,US,1683487079,39.2807,-80.3445,100,95,65.41,5.75
Playas,EC,1683487598,-2.6333,-80.3833,100,74,82.53,9.55
Jiayuguan City,CN,1683487598,39.8167,98.3,100,54,47.82,2.04
Holualoa,US,1683487548,19.6228,-155.9522,75,83,75.04,4.61
Katsuura,JP,1683487598,35.1333,140.3,100,97,69.82,27.72
Dolbeau-Mistassini,CA,1683487467,48.8763,-72.212,80,32,65.05,15.08
Berezovyy,RU,1683487598,51.6667,135.7,2,60,40.77,3.53
Serowe,BW,1683487598,-22.3833,26.7167,0,41,68.72,8.12
Sattenapalle,IN,1683487598,16.4,80.1833,75,64,84.72,5.75
Grand Falls-Windsor,CA,1683487599,48.9332,-55.6649,100,51,53.51,5.99
Cidreira,BR,1683487599,-30.1811,-50.2056,100,94,71.33,6.71
Novodvinsk,RU,1683487599,64.4165,40.8122,21,96,29.19,4.92
Merowe,SD,1683487599,18.4833,31.8167,4,11,90.72,18.97
Nabire,ID,1683487599,-3.3667,135.4833,100,90,77.2,2.06
Plettenberg Bay,ZA,1683487599,-34.0527,23.3716,50,82,61.9,8.03
Ilomantsi,FI,1683487599,62.6716,30.9328,78,75,36.95,5.14
Margate,GB,1683487599,51.3813,1.3862,10,84,62.69,5.01
Finisterra,ES,1683487600,42.9049,-9.2629,16,75,65.01,3.76
George Town,MY,1683487064,5.4112,100.3354,20,93,80.55,0.0
Taksimo,RU,1683487600,56.3444,114.8794,33,71,29.97,4.56
Hyderabad,IN,1683487425,17.3753,78.4744,40,74,81.91,4.61
Tara,RU,1683487600,56.8944,74.371,39,31,61.61,10.51
Naze,JP,1683487600,28.3667,129.4833,87,84,67.12,14.0
Al Kharj,SA,1683487488,24.155,47.3346,6,14,90.18,11.32
Tchin Tabaradèn,NE,1683487600,15.8969,5.7985,68,7,92.95,6.78
São Félix do Xingu,BR,1683487600,-6.6447,-51.995,77,64,86.22,4.7
Conception Bay South,CA,1683487483,47.4999,-52.9981,97,56,52.05,13.73
Teknāf,BD,1683487601,20.8624,92.3058,4,86,78.89,5.26
Ksar el Boukhari,DZ,1683487601,35.8889,2.7491,0,72,62.33,10.6
Hilo,US,1683487601,19.7297,-155.09,75,72,77.95,3.0
Buala,SB,1683487601,-8.145,159.5921,69,82,80.11,1.9
Prince Rupert,CA,1683487430,54.3161,-130.3201,100,68,50.09,5.75
Broken Hill,AU,1683487517,-31.95,141.4333,0,74,39.94,10.11
Klaksvík,FO,1683487601,62.2266,-6.589,100,98,49.12,16.28
Nishinoomote,JP,1683487601,30.7333,131.0,7,84,64.99,27.13
Murzuk,LY,1683487601,25.9155,13.9184,100,14,81.63,9.24
Yeed,SO,1683487602,4.55,43.0333,100,48,86.29,15.35
Cedeira,ES,1683487602,43.6797,-8.0209,78,78,60.28,4.32
Ridder,KZ,1683487602,50.355,83.5133,1,76,47.68,4.16
Cologne,DE,1683487537,50.9333,6.95,100,82,64.96,4.61
Saint-Pierre,RE,1683487525,-21.3393,55.4781,100,78,76.68,5.75
Boyolangu,ID,1683487602,-8.1181,111.8935,89,89,75.54,2.01
Kirakira,SB,1683487602,-10.4544,161.9205,99,87,79.03,6.46
Faliraki,GR,1683487602,36.3398,28.1994,20,64,66.16,11.5
Horasan,TR,1683487602,40.0458,42.1728,3,68,48.65,3.56
Kupang,ID,1683487603,-10.1667,123.5833,20,83,81.18,9.22
Salamanca,ES,1683487603,40.8333,-6.0,100,44,69.58,7.25
Aïn Taya,DZ,1683487603,36.7933,3.2869,40,77,67.84,4.61
Sola,VU,1683487603,-13.8833,167.55,82,76,81.0,9.69
Pirapora,BR,1683487353,-17.345,-44.9419,0,27,88.95,5.91
Sligo,IE,1683487603,54.2697,-8.4694,100,88,57.13,12.66
Arni,IN,1683487603,12.6667,79.2833,100,85,78.89,5.26
Tillabéri,NE,1683487603,14.2117,1.4531,100,17,98.35,9.4
Zaoyang,CN,1683487603,32.1272,112.7542,100,83,57.04,9.46
Itaituba,BR,1683487604,-4.2761,-55.9836,20,58,91.56,2.3
Gouré,NE,1683487604,13.9835,10.2704,100,8,89.71,8.81
Pervari,TR,1683487604,37.9357,42.5493,35,73,53.58,3.02
Abepura,ID,1683487604,-2.6333,140.5833,40,94,76.01,2.3
St. George's,GD,1683487347,12.0564,-61.7485,20,70,85.68,20.71
Concepción,CL,1683487604,-36.827,-73.0498,40,67,62.4,6.91
Gautier,US,1683487604,30.3858,-88.6117,40,77,84.76,11.5
Serhetabat,TM,1683487604,35.2799,62.3438,0,46,59.04,5.93
Zakamensk,RU,1683487605,50.3741,103.2863,100,76,42.3,2.86
Vilyuchinsk,RU,1683487605,52.9306,158.4028,27,82,34.07,6.02
Odienné,CI,1683487605,9.51,-7.5692,100,40,87.51,2.39
Lubang,PH,1683487605,13.8584,120.124,99,74,84.4,6.73
Nadym,RU,1683487605,65.5333,72.5167,100,100,34.09,9.82
Malpica,ES,1683487605,43.3228,-8.8105,16,66,61.25,2.44
Mogocha,RU,1683487506,53.7333,119.7667,5,89,27.07,4.54
Mudgere,IN,1683487605,13.1333,75.6333,100,95,68.61,1.88
Mendaha,ID,1683487606,-1.0333,103.5833,93,93,74.82,3.44
Nova Xavantina,BR,1683487606,-14.6667,-52.35,46,45,88.48,2.77
Mwinilunga,ZM,1683487606,-11.7358,24.4293,0,56,61.16,3.83
Hailey,US,1683487606,43.5196,-114.3153,75,58,46.99,13.0
Tanout,NE,1683487606,14.9709,8.8879,7,8,90.07,12.01
Kīevka,KZ,1683487606,50.2619,71.5514,0,27,63.18,7.49
Abu Dhabi,AE,1683487606,24.4667,54.3667,0,70,81.95,6.91
Hastings,GB,1683487606,50.8552,0.5729,16,38,62.98,8.61
Malakal,SS,1683487606,9.5334,31.6605,91,33,93.15,4.94
Ushtobe,KZ,1683487607,45.2514,77.9838,59,35,55.45,6.51
Hancheng,CN,1683487607,32.5186,112.3522,100,72,59.18,9.48
Mulanje,MW,1683487607,-16.0316,35.5,0,81,62.94,5.39
Fort Stockton,US,1683487607,30.894,-102.8793,0,17,89.65,6.91
Dogondoutchi,NE,1683487607,13.6393,4.0287,18,8,100.62,9.64
Union,US,1683487341,40.6334,-74.2663,0,34,80.89,12.66
Calca,PE,1683487393,-13.3333,-71.95,99,80,58.35,2.71
Manggar,ID,1683487607,-2.8833,108.2667,100,81,81.41,7.83
Jérémie,HT,1683487608,18.65,-74.1167,61,77,81.82,6.08
Wau,SS,1683487608,7.7029,27.9953,100,68,80.17,0.43
La Passe,FR,1683487508,45.5549,-0.8967,83,78,62.83,7.83
San Isidro,PE,1683487608,-12.1167,-77.05,0,65,76.59,11.5
Safford,US,1683487608,32.834,-109.7076,0,12,83.75,4.61
